EOD Date,State,Start,End,Run time
20180213,sODS_FEED_CS,2018/02/13 22:29:26,2018/02/13 22:54:11,0:24:45
20180213,sODS_FEED_MKT_FXFUT,2018/02/13 22:29:26,2018/02/13 22:31:24,0:1:58
20180213,sODS_FEED_DEALHDR,2018/02/13 22:29:26,2018/02/13 22:31:13,0:1:47
20180213,sODS_FEED_STATIC_DATA-1,2018/02/13 22:29:26,2018/02/13 22:34:27,0:5:1
20180213,sODS_FEED_COM_SWP_PRC,2018/02/13 22:29:26,2018/02/13 22:31:16,0:1:50
20180213,sODS_FEED_DT,2018/02/13 22:29:26,2018/02/13 23:02:11,0:32:45
20180213,sODS_FEED_STATIC_DATA-2,2018/02/13 22:29:26,2018/02/13 22:36:08,0:6:42
20180213,sODS_FEED_MAT,2018/02/13 22:29:26,2018/02/13 22:31:30,0:2:4
20180213,sODS_FEED_GREEKS,2018/02/13 22:29:26,2018/02/13 22:30:58,0:1:32
20180213,sODS_FEED_GREEKS_COM,2018/02/13 22:29:26,2018/02/13 22:35:56,0:6:30
20180213,sODS_FEED_GREEKS_EQD,2018/02/13 22:29:26,2018/02/13 22:30:27,0:1:1
20180213,sODS_FEED_EVENT_LB,2018/02/13 22:29:26,2018/02/13 22:30:29,0:1:3
20180213,sODS_FEED_MV_DETAIL,2018/02/13 22:29:26,2018/02/13 22:43:51,0:14:25
20180213,sODS_FEED_PL,2018/02/13 22:29:26,2018/02/13 22:47:20,0:17:54
20180213,sODS_FEED_PL_HS,2018/02/13 22:29:26,2018/02/13 22:34:33,0:5:7
20180213,sODS_FEED_TRADE,2018/02/13 22:29:26,2018/02/13 22:36:15,0:6:49
20180213,sODS_FEED_TRADE_HS,2018/02/13 22:29:26,2018/02/13 22:35:34,0:6:8
20180213,sODS_FEED_TRADE_LEG,2018/02/13 22:29:26,2018/02/13 22:32:51,0:3:25
20180213,sODS_FEED_TRADE_LEG_HS,2018/02/13 22:29:26,2018/02/13 22:33:33,0:4:7
20180213,sODS_FEED_XG,2018/02/13 22:29:26,2018/02/13 22:31:27,0:2:1
20180213,sODS_FEED_CPTY,2018/02/13 22:31:16,2018/02/13 22:31:46,0:0:30
20180213,sODS_FEED_MKT_PRIC,2018/02/13 22:31:24,2018/02/13 22:32:20,0:0:56
20180213,sODS_FEED_OPTCNTR_C,2018/02/13 22:31:30,2018/02/13 22:32:01,0:0:31
20180213,sODS_FEED_CVSPT,2018/02/13 22:31:46,2018/02/13 22:32:10,0:0:24
20180213,sODS_FEED_PFLD,2018/02/13 22:32:01,2018/02/13 22:32:26,0:0:25
20180213,sODS_FEED_ENTITY,2018/02/13 22:32:10,2018/02/13 22:32:34,0:0:24
20180213,sODS_FEED_MKT_SPOT,2018/02/13 22:32:20,2018/02/13 22:32:47,0:0:27
20180213,sODS_FEED_PFLD_COMB,2018/02/13 22:32:26,2018/02/13 22:32:56,0:0:30
20180213,sODS_FEED_FX_FUT,2018/02/13 22:32:34,2018/02/13 22:33:00,0:0:26
20180213,sODS_FEED_PFLD_TREE,2018/02/13 22:32:56,2018/02/13 22:33:32,0:0:36
20180213,sODS_FEED_GEN,2018/02/13 22:33:00,2018/02/13 22:33:27,0:0:27
20180213,sODS_FEED_INDEX,2018/02/13 22:33:27,2018/02/13 22:34:00,0:0:33
20180213,sODS_FEED_SEC_BND_TRI,2018/02/13 22:33:32,2018/02/13 22:33:59,0:0:27
20180213,sODS_FEED_SEC_MKT,2018/02/13 22:33:59,2018/02/13 22:34:45,0:0:46
20180213,sODS_FEED_ISSUER,2018/02/13 22:34:00,2018/02/13 22:34:27,0:0:27
20180213,sODS_FEED_SEC_TRD,2018/02/13 22:34:45,2018/02/13 22:35:18,0:0:33
20180213,sODS_FEED_SECURITY,2018/02/13 22:35:18,2018/02/13 22:36:08,0:0:50
20180213,sODS_SQL,2018/02/13 23:02:11,2018/02/13 23:34:16,0:32:5
20180213,sODS_UPD_COM_SWP_PRC,2018/02/13 23:02:11,2018/02/13 23:02:24,0:0:13
20180213,sODS_UPD_CS,2018/02/13 23:02:11,2018/02/13 23:02:23,0:0:12
20180213,sODS_UPD_DT,2018/02/13 23:02:11,2018/02/13 23:16:48,0:14:37
20180213,sODS_UPD_GREEKS_COM,2018/02/13 23:02:12,2018/02/13 23:15:34,0:13:22
20180213,sODS_UPD_MV,2018/02/13 23:02:12,2018/02/13 23:24:24,0:22:12
20180213,sODS_UPD_PL,2018/02/13 23:02:12,2018/02/13 23:21:49,0:19:37
20180213,sODS_UPD_SECURITY,2018/02/13 23:02:12,2018/02/13 23:04:53,0:2:41
20180213,sODS_UPD_TRADE,2018/02/13 23:02:12,2018/02/13 23:09:29,0:7:17
20180213,sODS_UPD_TRADE_HS,2018/02/13 23:02:12,2018/02/13 23:34:16,0:32:4
20180213,sODS_UPD_TRADE_LEG,2018/02/13 23:02:12,2018/02/13 23:06:36,0:4:24
20180213,sODS_UPD_TRADE_LEG_HS,2018/02/13 23:02:12,2018/02/13 23:23:26,0:21:14
20180213,sODS_UPD_XG,2018/02/13 23:02:12,2018/02/13 23:02:28,0:0:16
20180213,sODS_VALIDATE_INTEGRITY,2018/02/13 23:34:16,2018/02/13 23:34:19,0:0:3
20180213,sEXTRACT_DWH,2018/02/13 23:34:19,2018/02/13 23:46:37,0:12:18
20180213,sEXTRACTS_ALL,2018/02/13 23:34:19,2018/02/13 23:46:28,0:12:9
20180213,sXTR_DWH_CANC,2018/02/13 23:34:19,2018/02/13 23:36:02,0:1:43
20180213,sXTR_DWH_CF,2018/02/13 23:34:19,2018/02/13 23:46:28,0:12:9
20180213,sXTR_DWH_CSWH,2018/02/13 23:34:19,2018/02/13 23:37:35,0:3:16
20180213,sXTR_DWH_GREEKS,2018/02/13 23:34:19,2018/02/13 23:41:56,0:7:37
20180213,sXTR_DWH_LBEVT,2018/02/13 23:34:19,2018/02/13 23:36:16,0:1:57
20180213,sXTR_DWH_PLWH1,2018/02/13 23:34:19,2018/02/13 23:40:17,0:5:58
20180213,sXTR_DWH_PLWH2,2018/02/13 23:34:19,2018/02/13 23:41:10,0:6:51
20180213,sXTR_DWH_RMEQP,2018/02/13 23:34:19,2018/02/13 23:36:13,0:1:54
20180213,sXTR_DWH_TRNWH,2018/02/13 23:34:19,2018/02/13 23:42:35,0:8:16
