State,Start,End,Run time
sSTG_FEED_VAR_PART7,2018/03/10 20:44:14,2018/03/10 22:31:41,1:47:27
sSTG_FEED_VAR_PART8,2018/03/10 20:44:14,2018/03/10 23:05:29,2:21:15
sSTG_FEED_MISC_INDEX_2B,2018/03/10 21:39:26,2018/03/10 21:41:19,0:1:53
sSTG_FEED_COM_RISK_SPEC_INDEX_ALL,2018/03/10 21:42:48,2018/03/10 21:42:50,0:0:2
sSTG_FEED_MISC_INDEX,2018/03/10 21:49:28,2018/03/10 21:49:36,0:0:8
sSTG_FEED_SV_CS1_INDEX_ALL,2018/03/10 22:22:38,2018/03/10 22:22:39,0:0:1
sSTG_FEED_PL_INDEX_ALL,2018/03/10 22:30:33,2018/03/10 22:30:54,0:0:21
sSTG_FEED_MV_INDEX_ALL,2018/03/10 22:33:51,2018/03/10 22:34:15,0:0:24
sSTG_FEED_DT_02,2018/03/10 22:41:38,2018/03/10 22:46:23,0:4:45
sSTG_FEED_IRD_RISK_SPEC_INDEX_ALL,2018/03/10 22:42:06,2018/03/10 22:42:07,0:0:1
sSTG_FEED_DT_INDEX_ALL,2018/03/10 22:46:23,2018/03/10 22:47:01,0:0:38
sSTG_FEED_CS_INDEX_ALL,2018/03/10 22:48:54,2018/03/10 22:51:46,0:2:52
sSTG_FEED_FX_RISK_SPEC_INDEX_ALL,2018/03/10 22:49:06,2018/03/10 22:49:06,0:0:0
sSTG_FEED_SV_INDEX_ALL,2018/03/10 22:58:58,2018/03/10 22:59:33,0:0:35
sSTG_FEED_PL_SV_INDEX_ALL,2018/03/10 22:59:08,2018/03/10 22:59:17,0:0:9
sSTG_FEED_XG_INDEX_ALL,2018/03/10 23:06:00,2018/03/10 23:06:11,0:0:11
sSTG_FEED_MIFID,2018/03/10 23:06:11,2018/03/10 23:08:40,0:2:29
sSTG_FEED_UPD_MIFID,2018/03/10 23:08:40,2018/03/10 23:08:44,0:0:4
sSTG_FEED_VAR_DATAMART,2018/03/10 23:17:03,2018/03/10 23:18:43,0:1:40
sSTG_FEED_VAR_INDEX,2018/03/10 23:18:43,2018/03/10 23:18:46,0:0:3
sSTG_FEED_PARSER_FUNCTION,2018/03/10 23:57:48,2018/03/11 00:14:16,0:16:28
sSTG_FEED_CVPRC,2018/03/10 23:57:48,2018/03/11 00:01:00,0:3:12
sSTG_FEED_CVSPT,2018/03/10 23:57:48,2018/03/10 23:59:05,0:1:17
sSTG_FEED_DTSEC,2018/03/10 23:57:48,2018/03/11 00:14:16,0:16:28
sSTG_FEED_RTNBD,2018/03/10 23:57:48,2018/03/10 23:59:05,0:1:17
sSTG_VALIDATE_INTEGRITY,2018/03/11 00:14:16,2018/03/11 00:14:21,0:0:5
sODS_TRUNCATE,2018/03/11 00:14:21,2018/03/11 00:14:22,0:0:1
sODS_DROP_INDEX,2018/03/11 00:14:22,2018/03/11 00:14:23,0:0:1
sODS_FEED_ALL,2018/03/11 00:14:23,2018/03/11 01:17:02,1:2:39
sODS_FEED_COMRISK_SPEC,2018/03/11 00:14:23,2018/03/11 00:17:13,0:2:50
sODS_FEED_CRDRISK_SPEC,2018/03/11 00:14:23,2018/03/11 00:14:54,0:0:31
sODS_FEED_CS,2018/03/11 00:14:23,2018/03/11 01:17:02,1:2:39
sODS_FEED_CS_FUT_L,2018/03/11 00:14:23,2018/03/11 00:15:24,0:1:1
sODS_FEED_CS_EVAL,2018/03/11 00:14:23,2018/03/11 00:16:35,0:2:12
sODS_FEED_DT,2018/03/11 00:14:23,2018/03/11 00:45:22,0:30:59
sODS_FEED_DT_SV,2018/03/11 00:14:23,2018/03/11 00:29:49,0:15:26
sODS_FEED_FXRISK_SPEC,2018/03/11 00:14:23,2018/03/11 00:16:30,0:2:7
sODS_FEED_IRDRISK,2018/03/11 00:14:23,2018/03/11 00:16:45,0:2:22
sODS_FEED_IRDRISK_SPEC,2018/03/11 00:14:23,2018/03/11 00:18:12,0:3:49
sODS_FEED_MV_DETAIL,2018/03/11 00:14:23,2018/03/11 00:42:02,0:27:39
sODS_FEED_PL,2018/03/11 00:14:23,2018/03/11 00:30:01,0:15:38
sODS_FEED_PL_HS,2018/03/11 00:14:23,2018/03/11 00:18:06,0:3:43
sODS_FEED_PL_SV,2018/03/11 00:14:23,2018/03/11 00:18:31,0:4:8
sODS_FEED_SV,2018/03/11 00:14:23,2018/03/11 00:23:25,0:9:2
sODS_FEED_VAR_COM,2018/03/11 00:14:23,2018/03/11 00:17:32,0:3:9
sODS_FEED_VAR_SCN,2018/03/11 00:14:23,2018/03/11 00:16:08,0:1:45
sODS_FEED_XG,2018/03/11 00:14:23,2018/03/11 00:19:47,0:5:24
sODS_FEED_TAYLOR_COM,2018/03/11 00:14:23,2018/03/11 00:22:40,0:8:17
sODS_FEED_TAYLOR_CRD,2018/03/11 00:14:23,2018/03/11 00:30:45,0:16:22
sODS_FEED_TAYLOR_CURR,2018/03/11 00:14:23,2018/03/11 00:32:08,0:17:45
sODS_FEED_TAYLOR_IRD,2018/03/11 00:14:23,2018/03/11 00:28:13,0:13:50
sODS_SQL,2018/03/11 01:17:02,2018/03/11 01:40:07,0:23:5
sODS_SQL_UPDATE,2018/03/11 01:17:02,2018/03/11 01:31:09,0:14:7
sUPDATE_STATISTICS,2018/03/11 01:17:02,2018/03/11 01:40:07,0:23:5
sODS_UPD_CS,2018/03/11 01:17:02,2018/03/11 01:17:04,0:0:2
sODS_UPD_CS_FUT,2018/03/11 01:17:02,2018/03/11 01:17:04,0:0:2
sODS_UPD_DT,2018/03/11 01:17:02,2018/03/11 01:26:45,0:9:43
sODS_UPD_DT_SV,2018/03/11 01:17:02,2018/03/11 01:17:04,0:0:2
sODS_UPD_MV,2018/03/11 01:17:02,2018/03/11 01:27:10,0:10:8
sODS_UPD_PL,2018/03/11 01:17:03,2018/03/11 01:30:20,0:13:17
sODS_UPD_PL_SV,2018/03/11 01:17:03,2018/03/11 01:31:09,0:14:6
sODS_UPD_SV,2018/03/11 01:17:03,2018/03/11 01:19:10,0:2:7
sODS_UPD_XG,2018/03/11 01:17:03,2018/03/11 01:17:18,0:0:15
sODS_VALIDATE_INTEGRITY,2018/03/11 01:40:07,2018/03/11 01:40:14,0:0:7
sWORKFLOW_RESET,2018/03/11 01:40:14,2018/03/11 01:40:14,0:0:0
sMARKER_END,2018/03/11 01:40:14,2018/03/11 01:40:34,0:0:20
sEMAIL_END,2018/03/11 01:40:34,2018/03/11 01:40:34,0:0:0
State,Start,End,Run time
sEOD_LIVE,2018/03/13 00:00:37,2018/03/13 05:34:24,5:33:47
sEMAIL_START,2018/03/13 00:00:37,2018/03/13 00:00:38,0:0:1
sMARKER_START,2018/03/13 00:00:38,2018/03/13 00:01:01,0:0:23
sCHECK_DATE,2018/03/13 00:01:01,2018/03/13 00:01:02,0:0:1
sDATE_INIT,2018/03/13 00:01:02,2018/03/13 00:05:11,0:4:9
sSTG_WAIT_COMPTA_PLCOMP,2018/03/13 00:05:11,2018/03/13 00:31:47,0:26:36
sSTG_TRUNCATE,2018/03/13 00:31:47,2018/03/13 00:31:49,0:0:2
sSTG_DROP_INDEX,2018/03/13 00:31:49,2018/03/13 00:31:50,0:0:1
sSTG_FEED_MAIN,2018/03/13 00:31:50,2018/03/13 03:41:26,3:9:36
sSTG_FEED_MISC_ALL,2018/03/13 00:31:50,2018/03/13 01:41:08,1:9:18
sSTG_FEED_MISC_MAIN,2018/03/13 00:31:50,2018/03/13 01:41:08,1:9:18
sSTG_FEED_COM_RISK_SPEC_ALL,2018/03/13 00:31:50,2018/03/13 01:27:16,0:55:26
sSTG_FEED_MISC,2018/03/13 00:31:50,2018/03/13 01:40:58,1:9:8
sSTG_FEED_COM_RISK_SPEC_MAIN,2018/03/13 00:31:50,2018/03/13 01:27:16,0:55:26
sSTG_FEED_MISC_MAIN2,2018/03/13 00:31:50,2018/03/13 01:32:55,1:1:5
sSTG_FEED_CS_ALL,2018/03/13 00:31:50,2018/03/13 02:33:09,2:1:19
sSTG_FEED_MISC_2A,2018/03/13 00:31:50,2018/03/13 01:28:11,0:56:21
sSTG_FEED_CS_MAIN,2018/03/13 00:31:50,2018/03/13 02:30:01,1:58:11
sSTG_FEED_DT_ALL,2018/03/13 00:31:50,2018/03/13 02:35:09,2:3:19
sSTG_FEED_CS_OM,2018/03/13 00:31:50,2018/03/13 02:30:01,1:58:11
sSTG_FEED_FX_RISK_SPEC_ALL,2018/03/13 00:31:50,2018/03/13 02:30:49,1:58:59
sSTG_FEED_DT_MAIN,2018/03/13 00:31:50,2018/03/13 02:33:54,2:2:4
sSTG_FEED_FX_RISK_SPEC_MAIN,2018/03/13 00:31:50,2018/03/13 02:30:49,1:58:59
sSTG_FEED_DT_01,2018/03/13 00:31:50,2018/03/13 02:29:10,1:57:20
sSTG_FEED_CS_TODAY,2018/03/13 00:31:50,2018/03/13 02:13:41,1:41:51
sSTG_FEED_IRD_RISK_SPEC_ALL,2018/03/13 00:31:50,2018/03/13 02:24:17,1:52:27
sSTG_FEED_IRD_RISK_SPEC_MAIN,2018/03/13 00:31:50,2018/03/13 02:24:16,1:52:26
sSTG_FEED_CS_OTHER,2018/03/13 00:31:50,2018/03/13 02:13:17,1:41:27
sSTG_FEED_PL_ALL,2018/03/13 00:31:50,2018/03/13 02:13:45,1:41:55
sSTG_FEED_PL_MAIN,2018/03/13 00:31:50,2018/03/13 02:13:25,1:41:35
sSTG_FEED_PL_SV_ALL,2018/03/13 00:31:50,2018/03/13 02:42:09,2:10:19
sSTG_FEED_PL_OIS_YEST,2018/03/13 00:31:50,2018/03/13 01:19:22,0:47:32
sSTG_FEED_PL_SV_MAIN,2018/03/13 00:31:50,2018/03/13 02:42:00,2:10:10
sSTG_FEED_MV_ALL,2018/03/13 00:31:50,2018/03/13 02:15:02,1:43:12
sSTG_FEED_PL_OM-1,2018/03/13 00:31:50,2018/03/13 01:59:16,1:27:26
sSTG_FEED_MV_MAIN,2018/03/13 00:31:50,2018/03/13 02:14:30,1:42:40
sSTG_FEED_SV_ALL,2018/03/13 00:31:50,2018/03/13 02:40:42,2:8:52
sSTG_FEED_PL_SV_YEST,2018/03/13 00:31:50,2018/03/13 02:39:55,2:8:5
sSTG_FEED_PL_2OM,2018/03/13 00:31:50,2018/03/13 02:13:25,1:41:35
sSTG_FEED_SV_MAIN,2018/03/13 00:31:50,2018/03/13 02:40:05,2:8:15
sSTG_FEED_PL_SV_L_YEST-1,2018/03/13 00:31:50,2018/03/13 02:26:52,1:55:2
sSTG_FEED_MV_2OM,2018/03/13 00:31:50,2018/03/13 02:11:30,1:39:40
sSTG_FEED_SV_CS1_ALL,2018/03/13 00:31:50,2018/03/13 02:07:03,1:35:13
sSTG_FEED_SV_CS1_MAIN,2018/03/13 00:31:50,2018/03/13 02:07:03,1:35:13
sSTG_FEED_PL_SV_L_OM,2018/03/13 00:31:50,2018/03/13 02:42:00,2:10:10
sSTG_FEED_SV_YEST,2018/03/13 00:31:50,2018/03/13 02:36:33,2:4:43
sSTG_FEED_XG_ALL,2018/03/13 00:31:50,2018/03/13 02:50:01,2:18:11
sSTG_FEED_MV_OM-1,2018/03/13 00:31:50,2018/03/13 02:14:30,1:42:40
sSTG_FEED_XG_MAIN,2018/03/13 00:31:50,2018/03/13 02:44:48,2:12:58
sSTG_FEED_SV_L_YEST-1,2018/03/13 00:31:50,2018/03/13 02:40:05,2:8:15
sSTG_FEED_VAR,2018/03/13 00:31:50,2018/03/13 03:07:43,2:35:53
sSTG_FEED_VAR_STRESS_TEST,2018/03/13 00:31:50,2018/03/13 03:05:35,2:33:45
sSTG_FEED_TAYLOR,2018/03/13 00:31:50,2018/03/13 03:41:26,3:9:36
sSTG_FEED_VAR_PART1,2018/03/13 00:31:50,2018/03/13 03:05:35,2:33:45
sSTG_FEED_VAR_PART2,2018/03/13 00:31:50,2018/03/13 02:44:29,2:12:39
sSTG_FEED_VAR_PART3,2018/03/13 00:31:50,2018/03/13 02:40:37,2:8:47
sSTG_FEED_VAR_PART4,2018/03/13 00:31:50,2018/03/13 02:45:25,2:13:35
sSTG_FEED_VAR_PART5,2018/03/13 00:31:50,2018/03/13 02:26:30,1:54:40
sSTG_FEED_VAR_PART6,2018/03/13 00:31:51,2018/03/13 02:12:49,1:40:58
sSTG_FEED_VAR_PART7,2018/03/13 00:31:51,2018/03/13 02:18:46,1:46:55
sSTG_FEED_VAR_PART8,2018/03/13 00:31:51,2018/03/13 02:57:07,2:25:16
sSTG_FEED_COM_RISK_SPEC_INDEX_ALL,2018/03/13 01:27:16,2018/03/13 01:27:16,0:0:0
sSTG_FEED_MISC_INDEX_2B,2018/03/13 01:28:11,2018/03/13 01:32:55,0:4:44
sSTG_FEED_MISC_INDEX,2018/03/13 01:40:58,2018/03/13 01:41:08,0:0:10
sSTG_FEED_SV_CS1_INDEX_ALL,2018/03/13 02:07:03,2018/03/13 02:07:03,0:0:0
sSTG_FEED_PL_INDEX_ALL,2018/03/13 02:13:25,2018/03/13 02:13:45,0:0:20
sSTG_FEED_MV_INDEX_ALL,2018/03/13 02:14:30,2018/03/13 02:15:02,0:0:32
sSTG_FEED_IRD_RISK_SPEC_INDEX_ALL,2018/03/13 02:24:16,2018/03/13 02:24:17,0:0:1
sSTG_FEED_DT_02,2018/03/13 02:29:10,2018/03/13 02:33:54,0:4:44
sSTG_FEED_CS_INDEX_ALL,2018/03/13 02:30:01,2018/03/13 02:33:09,0:3:8
sSTG_FEED_FX_RISK_SPEC_INDEX_ALL,2018/03/13 02:30:49,2018/03/13 02:30:49,0:0:0
sSTG_FEED_DT_INDEX_ALL,2018/03/13 02:33:54,2018/03/13 02:35:09,0:1:15
sSTG_FEED_SV_INDEX_ALL,2018/03/13 02:40:05,2018/03/13 02:40:42,0:0:37
sSTG_FEED_PL_SV_INDEX_ALL,2018/03/13 02:42:00,2018/03/13 02:42:09,0:0:9
sSTG_FEED_XG_INDEX_ALL,2018/03/13 02:44:48,2018/03/13 02:45:01,0:0:13
sSTG_FEED_MIFID,2018/03/13 02:45:01,2018/03/13 02:49:56,0:4:55
sSTG_FEED_UPD_MIFID,2018/03/13 02:49:56,2018/03/13 02:50:01,0:0:5
sSTG_FEED_VAR_DATAMART,2018/03/13 03:05:35,2018/03/13 03:07:40,0:2:5
sSTG_FEED_VAR_INDEX,2018/03/13 03:07:40,2018/03/13 03:07:43,0:0:3
sLAUNCH_MASTER_LAUNCHER,2018/03/13 03:41:26,2018/03/13 03:41:26,0:0:0
sSTG_FEED_PARSER_FUNCTION,2018/03/13 03:41:26,2018/03/13 03:57:48,0:16:22
sSTG_FEED_CVPRC,2018/03/13 03:41:27,2018/03/13 03:44:32,0:3:5
sSTG_FEED_CVSPT,2018/03/13 03:41:27,2018/03/13 03:42:54,0:1:27
sSTG_FEED_DTSEC,2018/03/13 03:41:27,2018/03/13 03:57:48,0:16:21
sSTG_FEED_RTNBD,2018/03/13 03:41:27,2018/03/13 03:42:54,0:1:27
sSTG_VALIDATE_INTEGRITY,2018/03/13 03:57:48,2018/03/13 03:57:54,0:0:6
sODS_TRUNCATE,2018/03/13 03:57:54,2018/03/13 03:57:54,0:0:0
sODS_DROP_INDEX,2018/03/13 03:57:54,2018/03/13 03:57:56,0:0:2
sODS_FEED_ALL,2018/03/13 03:57:56,2018/03/13 05:06:14,1:8:18
sODS_FEED_COMRISK_SPEC,2018/03/13 03:57:56,2018/03/13 04:00:41,0:2:45
sODS_FEED_CRDRISK_SPEC,2018/03/13 03:57:56,2018/03/13 03:58:29,0:0:33
sODS_FEED_CS,2018/03/13 03:57:56,2018/03/13 05:06:14,1:8:18
sODS_FEED_CS_FUT_L,2018/03/13 03:57:56,2018/03/13 03:58:54,0:0:58
sODS_FEED_CS_EVAL,2018/03/13 03:57:56,2018/03/13 03:59:47,0:1:51
sODS_FEED_DT,2018/03/13 03:57:56,2018/03/13 04:31:37,0:33:41
sODS_FEED_DT_SV,2018/03/13 03:57:56,2018/03/13 04:13:30,0:15:34
sODS_FEED_FXRISK_SPEC,2018/03/13 03:57:56,2018/03/13 04:00:39,0:2:43
sODS_FEED_IRDRISK,2018/03/13 03:57:56,2018/03/13 04:01:01,0:3:5
sODS_FEED_IRDRISK_SPEC,2018/03/13 03:57:56,2018/03/13 04:02:01,0:4:5
sODS_FEED_MV_DETAIL,2018/03/13 03:57:56,2018/03/13 04:26:36,0:28:40
sODS_FEED_PL,2018/03/13 03:57:56,2018/03/13 04:15:14,0:17:18
sODS_FEED_PL_HS,2018/03/13 03:57:56,2018/03/13 04:01:53,0:3:57
sODS_FEED_PL_SV,2018/03/13 03:57:56,2018/03/13 04:03:27,0:5:31
sODS_FEED_SV,2018/03/13 03:57:56,2018/03/13 04:08:33,0:10:37
sODS_FEED_VAR_COM,2018/03/13 03:57:56,2018/03/13 04:01:27,0:3:31
sODS_FEED_VAR_SCN,2018/03/13 03:57:56,2018/03/13 03:59:45,0:1:49
sODS_FEED_XG,2018/03/13 03:57:56,2018/03/13 04:04:37,0:6:41
sODS_FEED_TAYLOR_COM,2018/03/13 03:57:56,2018/03/13 04:06:12,0:8:16
sODS_FEED_TAYLOR_CRD,2018/03/13 03:57:56,2018/03/13 04:14:22,0:16:26
sODS_FEED_TAYLOR_CURR,2018/03/13 03:57:56,2018/03/13 04:15:46,0:17:50
sODS_FEED_TAYLOR_IRD,2018/03/13 03:57:56,2018/03/13 04:13:05,0:15:9
sODS_SQL,2018/03/13 05:06:14,2018/03/13 05:33:53,0:27:39
sODS_SQL_UPDATE,2018/03/13 05:06:14,2018/03/13 05:25:48,0:19:34
sUPDATE_STATISTICS,2018/03/13 05:06:14,2018/03/13 05:33:53,0:27:39
sODS_UPD_CS,2018/03/13 05:06:14,2018/03/13 05:06:14,0:0:0
sODS_UPD_CS_FUT,2018/03/13 05:06:14,2018/03/13 05:06:14,0:0:0
sODS_UPD_DT,2018/03/13 05:06:14,2018/03/13 05:12:54,0:6:40
sODS_UPD_DT_SV,2018/03/13 05:06:14,2018/03/13 05:06:14,0:0:0
sODS_UPD_MV,2018/03/13 05:06:14,2018/03/13 05:20:43,0:14:29
sODS_UPD_PL,2018/03/13 05:06:14,2018/03/13 05:24:41,0:18:27
sODS_UPD_PL_SV,2018/03/13 05:06:14,2018/03/13 05:25:48,0:19:34
sODS_UPD_SV,2018/03/13 05:06:14,2018/03/13 05:11:03,0:4:49
sODS_UPD_XG,2018/03/13 05:06:14,2018/03/13 05:06:29,0:0:15
sODS_VALIDATE_INTEGRITY,2018/03/13 05:33:53,2018/03/13 05:34:00,0:0:7
sWORKFLOW_RESET,2018/03/13 05:34:00,2018/03/13 05:34:01,0:0:1
sBACKUP,2018/03/13 05:34:01,2018/03/13 05:34:01,0:0:0
sMARKER_END,2018/03/13 05:34:01,2018/03/13 05:34:24,0:0:23
sEMAIL_END,2018/03/13 05:34:24,2018/03/13 05:34:24,0:0:0
State,Start,End,Run time
sEOD_LIVE,2018/03/14 03:43:45,2018/03/14 05:38:46,1:55:1
sSTG_FEED_MAIN,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_MISC_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_COM_RISK_SPEC_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_MISC_MAIN,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_CS_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_CS_MAIN,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_MISC_MAIN2,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_DT_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_DT_MAIN,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_FX_RISK_SPEC_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_IRD_RISK_SPEC_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_PL_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_PL_MAIN,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_PL_SV_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_PL_SV_MAIN,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_MV_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_MV_MAIN,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_SV_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_SV_MAIN,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_SV_CS1_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_XG_ALL,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_VAR,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sSTG_FEED_VAR_STRESS_TEST,2018/03/14 03:43:45,2018/03/14 03:43:45,0:0:0
sLAUNCH_MASTER_LAUNCHER,2018/03/14 03:43:45,2018/03/14 03:43:46,0:0:1
sSTG_FEED_PARSER_FUNCTION,2018/03/14 03:43:46,2018/03/14 04:03:13,0:19:27
sSTG_FEED_CVPRC,2018/03/14 03:43:46,2018/03/14 03:49:20,0:5:34
sSTG_FEED_CVSPT,2018/03/14 03:43:46,2018/03/14 03:45:08,0:1:22
sSTG_FEED_DTSEC,2018/03/14 03:43:46,2018/03/14 04:03:13,0:19:27
sSTG_FEED_RTNBD,2018/03/14 03:43:46,2018/03/14 03:45:02,0:1:16
sSTG_VALIDATE_INTEGRITY,2018/03/14 04:03:13,2018/03/14 04:03:18,0:0:5
sODS_TRUNCATE,2018/03/14 04:03:18,2018/03/14 04:03:19,0:0:1
sODS_DROP_INDEX,2018/03/14 04:03:19,2018/03/14 04:03:20,0:0:1
sODS_FEED_ALL,2018/03/14 04:03:20,2018/03/14 05:10:53,1:7:33
sODS_FEED_COMRISK_SPEC,2018/03/14 04:03:20,2018/03/14 04:06:27,0:3:7
sODS_FEED_CRDRISK_SPEC,2018/03/14 04:03:20,2018/03/14 04:03:52,0:0:32
sODS_FEED_CS,2018/03/14 04:03:20,2018/03/14 05:10:53,1:7:33
sODS_FEED_CS_FUT_L,2018/03/14 04:03:20,2018/03/14 04:04:16,0:0:56
sODS_FEED_CS_EVAL,2018/03/14 04:03:20,2018/03/14 04:05:16,0:1:56
sODS_FEED_DT,2018/03/14 04:03:20,2018/03/14 04:35:49,0:32:29
sODS_FEED_DT_SV,2018/03/14 04:03:20,2018/03/14 04:18:47,0:15:27
sODS_FEED_FXRISK_SPEC,2018/03/14 04:03:20,2018/03/14 04:06:00,0:2:40
sODS_FEED_IRDRISK,2018/03/14 04:03:20,2018/03/14 04:06:08,0:2:48
sODS_FEED_IRDRISK_SPEC,2018/03/14 04:03:20,2018/03/14 04:07:00,0:3:40
sODS_FEED_MV_DETAIL,2018/03/14 04:03:20,2018/03/14 04:31:16,0:27:56
sODS_FEED_PL,2018/03/14 04:03:20,2018/03/14 04:19:39,0:16:19
sODS_FEED_PL_HS,2018/03/14 04:03:20,2018/03/14 04:08:30,0:5:10
sODS_FEED_PL_SV,2018/03/14 04:03:20,2018/03/14 04:08:30,0:5:10
sODS_FEED_SV,2018/03/14 04:03:21,2018/03/14 04:12:34,0:9:13
sODS_FEED_VAR_COM,2018/03/14 04:03:21,2018/03/14 04:06:37,0:3:16
sODS_FEED_VAR_SCN,2018/03/14 04:03:21,2018/03/14 04:05:04,0:1:43
sODS_FEED_XG,2018/03/14 04:03:21,2018/03/14 04:09:39,0:6:18
sODS_FEED_TAYLOR_COM,2018/03/14 04:03:21,2018/03/14 04:12:29,0:9:8
sODS_FEED_TAYLOR_CRD,2018/03/14 04:03:21,2018/03/14 04:19:45,0:16:24
sODS_FEED_TAYLOR_CURR,2018/03/14 04:03:21,2018/03/14 04:21:08,0:17:47
sODS_FEED_TAYLOR_IRD,2018/03/14 04:03:21,2018/03/14 04:18:38,0:15:17
sODS_SQL,2018/03/14 05:10:53,2018/03/14 05:38:18,0:27:25
sODS_SQL_UPDATE,2018/03/14 05:10:53,2018/03/14 05:24:45,0:13:52
sUPDATE_STATISTICS,2018/03/14 05:10:53,2018/03/14 05:38:18,0:27:25
sODS_UPD_CS,2018/03/14 05:10:53,2018/03/14 05:10:53,0:0:0
sODS_UPD_CS_FUT,2018/03/14 05:10:53,2018/03/14 05:10:54,0:0:1
sODS_UPD_DT,2018/03/14 05:10:53,2018/03/14 05:21:06,0:10:13
sODS_UPD_DT_SV,2018/03/14 05:10:53,2018/03/14 05:10:54,0:0:1
sODS_UPD_MV,2018/03/14 05:10:53,2018/03/14 05:24:45,0:13:52
sODS_UPD_PL,2018/03/14 05:10:53,2018/03/14 05:23:26,0:12:33
sODS_UPD_PL_SV,2018/03/14 05:10:53,2018/03/14 05:24:02,0:13:9
sODS_UPD_SV,2018/03/14 05:10:53,2018/03/14 05:14:38,0:3:45
sODS_UPD_XG,2018/03/14 05:10:53,2018/03/14 05:11:08,0:0:15
sODS_VALIDATE_INTEGRITY,2018/03/14 05:38:18,2018/03/14 05:38:25,0:0:7
sWORKFLOW_RESET,2018/03/14 05:38:25,2018/03/14 05:38:25,0:0:0
sBACKUP,2018/03/14 05:38:25,2018/03/14 05:38:25,0:0:0
sMARKER_END,2018/03/14 05:38:25,2018/03/14 05:38:46,0:0:21
sEMAIL_END,2018/03/14 05:38:46,2018/03/14 05:38:46,0:0:0
State,Start,End,Run time
sEOD_LIVE,2018/03/16 00:25:14,2018/03/16 06:05:07,5:39:53
sEMAIL_START,2018/03/16 00:25:14,2018/03/16 00:25:14,0:0:0
sMARKER_START,2018/03/16 00:25:14,2018/03/16 00:25:35,0:0:21
sCHECK_DATE,2018/03/16 00:25:35,2018/03/16 00:25:35,0:0:0
sDATE_INIT,2018/03/16 00:25:35,2018/03/16 00:29:13,0:3:38
sSTG_WAIT_COMPTA_PLCOMP,2018/03/16 00:29:13,2018/03/16 01:14:00,0:44:47
sSTG_TRUNCATE,2018/03/16 01:14:00,2018/03/16 01:14:03,0:0:3
sSTG_DROP_INDEX,2018/03/16 01:14:03,2018/03/16 01:14:04,0:0:1
sSTG_FEED_MAIN,2018/03/16 01:14:04,2018/03/16 04:20:07,3:6:3
sSTG_FEED_MISC_ALL,2018/03/16 01:14:04,2018/03/16 02:24:15,1:10:11
sSTG_FEED_MISC_MAIN,2018/03/16 01:14:04,2018/03/16 02:24:15,1:10:11
sSTG_FEED_COM_RISK_SPEC_ALL,2018/03/16 01:14:04,2018/03/16 02:08:47,0:54:43
sSTG_FEED_MISC,2018/03/16 01:14:04,2018/03/16 02:24:06,1:10:2
sSTG_FEED_COM_RISK_SPEC_MAIN,2018/03/16 01:14:04,2018/03/16 02:08:46,0:54:42
sSTG_FEED_MISC_MAIN2,2018/03/16 01:14:04,2018/03/16 02:15:03,1:0:59
sSTG_FEED_CS_ALL,2018/03/16 01:14:04,2018/03/16 03:21:27,2:7:23
sSTG_FEED_MISC_2A,2018/03/16 01:14:04,2018/03/16 02:10:08,0:56:4
sSTG_FEED_CS_MAIN,2018/03/16 01:14:04,2018/03/16 03:17:55,2:3:51
sSTG_FEED_DT_ALL,2018/03/16 01:14:04,2018/03/16 03:24:53,2:10:49
sSTG_FEED_CS_OM,2018/03/16 01:14:04,2018/03/16 03:17:55,2:3:51
