EOD Date,State,Start,End,Run time
20180214,sODS_FEED_VAR_SCN,2018/02/14 05:48:32,2018/02/14 05:50:15,0:1:43
20180214,sODS_FEED_XG,2018/02/14 05:48:32,2018/02/14 05:54:18,0:5:46
20180214,sODS_FEED_TAYLOR_COM,2018/02/14 05:48:32,2018/02/14 05:56:01,0:7:29
20180214,sODS_FEED_TAYLOR_CRD,2018/02/14 05:48:32,2018/02/14 06:04:56,0:16:24
20180214,sODS_FEED_TAYLOR_CURR,2018/02/14 05:48:32,2018/02/14 06:06:15,0:17:43
20180214,sODS_FEED_TAYLOR_IRD,2018/02/14 05:48:32,2018/02/14 06:02:07,0:13:35
20180214,sODS_SQL,2018/02/14 06:40:03,2018/02/14 07:03:34,0:23:31
20180214,sODS_SQL_UPDATE,2018/02/14 06:40:03,2018/02/14 06:54:43,0:14:40
20180214,sUPDATE_STATISTICS,2018/02/14 06:40:03,2018/02/14 07:03:34,0:23:31
20180214,sODS_UPD_CS,2018/02/14 06:40:03,2018/02/14 06:40:04,0:0:1
20180214,sODS_UPD_CS_FUT,2018/02/14 06:40:03,2018/02/14 06:40:04,0:0:1
20180214,sODS_UPD_DT,2018/02/14 06:40:03,2018/02/14 06:44:47,0:4:44
20180214,sODS_UPD_DT_SV,2018/02/14 06:40:03,2018/02/14 06:40:04,0:0:1
20180214,sODS_UPD_MV,2018/02/14 06:40:03,2018/02/14 06:50:36,0:10:33
20180214,sODS_UPD_PL,2018/02/14 06:40:03,2018/02/14 06:54:38,0:14:35
20180214,sODS_UPD_PL_SV,2018/02/14 06:40:03,2018/02/14 06:54:42,0:14:39
20180214,sODS_UPD_SV,2018/02/14 06:40:03,2018/02/14 06:43:09,0:3:6
20180214,sODS_UPD_XG,2018/02/14 06:40:03,2018/02/14 06:40:19,0:0:16
20180214,sODS_VALIDATE_INTEGRITY,2018/02/14 07:03:34,2018/02/14 07:03:41,0:0:7
20180214,sWORKFLOW_RESET,2018/02/14 07:03:41,2018/02/14 07:03:41,0:0:0
20180214,sBACKUP,2018/02/14 07:03:41,2018/02/14 07:03:41,0:0:0
20180214,sMARKER_END,2018/02/14 07:03:41,2018/02/14 07:04:02,0:0:21
20180214,sEMAIL_END,2018/02/14 07:04:02,2018/02/14 07:04:02,0:0:0
EOD Date,State,Start,End,Run time
20180215,sEOD_LIVE,2018/02/15 00:03:28,2018/03/21 23:28:45,0:0:0
20180215,sEMAIL_START,2018/02/15 00:03:28,2018/02/15 00:03:28,0:0:0
20180215,sMARKER_START,2018/02/15 00:03:28,2018/02/15 00:03:47,0:0:19
20180215,sCHECK_DATE,2018/02/15 00:03:47,2018/02/15 00:03:48,0:0:1
20180215,sDATE_INIT,2018/02/15 00:03:48,2018/02/15 00:07:19,0:3:31
20180215,sSTG_WAIT_COMPTA_PLCOMP,2018/02/15 00:07:19,2018/03/21 23:28:45,0:0:0
EOD Date,State,Start,End,Run time
20180215,sEOD_LIVE,2018/02/15 01:11:08,2018/03/21 23:28:45,0:0:0
20180215,sSTG_TRUNCATE,2018/02/15 01:11:08,2018/02/15 01:11:11,0:0:3
20180215,sSTG_DROP_INDEX,2018/02/15 01:11:11,2018/02/15 01:11:11,0:0:0
20180215,sSTG_FEED_MAIN,2018/02/15 01:11:11,2018/03/21 23:28:45,0:0:0
20180215,sSTG_FEED_MISC_ALL,2018/02/15 01:11:11,2018/02/15 03:15:17,2:4:6
20180215,sSTG_FEED_COM_RISK_SPEC_ALL,2018/02/15 01:11:11,2018/02/15 02:10:32,0:59:21
20180215,sSTG_FEED_COM_RISK_SPEC_MAIN,2018/02/15 01:11:11,2018/02/15 02:10:32,0:59:21
20180215,sSTG_FEED_MISC_MAIN,2018/02/15 01:11:11,2018/02/15 03:09:28,1:58:17
20180215,sSTG_FEED_MISC,2018/02/15 01:11:11,2018/02/15 03:09:19,1:58:8
20180215,sSTG_FEED_MISC_MAIN2,2018/02/15 01:11:11,2018/02/15 03:15:17,2:4:6
20180215,sSTG_FEED_MISC_2A,2018/02/15 01:11:11,2018/02/15 03:15:17,2:4:6
20180215,sSTG_FEED_CS_ALL,2018/02/15 01:11:11,2018/02/15 03:23:43,2:12:32
20180215,sSTG_FEED_CS_MAIN,2018/02/15 01:11:11,2018/02/15 03:20:39,2:9:28
20180215,sSTG_FEED_DT_ALL,2018/02/15 01:11:11,2018/02/15 03:00:58,1:49:47
20180215,sSTG_FEED_DT_MAIN,2018/02/15 01:11:11,2018/02/15 03:00:25,1:49:14
20180215,sSTG_FEED_DT_01,2018/02/15 01:11:11,2018/02/15 02:58:31,1:47:20
20180215,sSTG_FEED_CS_OM,2018/02/15 01:11:11,2018/02/15 03:20:39,2:9:28
20180215,sSTG_FEED_FX_RISK_SPEC_ALL,2018/02/15 01:11:11,2018/02/15 03:21:04,2:9:53
20180215,sSTG_FEED_FX_RISK_SPEC_MAIN,2018/02/15 01:11:11,2018/02/15 03:21:03,2:9:52
20180215,sSTG_FEED_CS_TODAY,2018/02/15 01:11:11,2018/02/15 03:07:16,1:56:5
20180215,sSTG_FEED_IRD_RISK_SPEC_ALL,2018/02/15 01:11:11,2018/02/15 03:16:46,2:5:35
20180215,sSTG_FEED_IRD_RISK_SPEC_MAIN,2018/02/15 01:11:11,2018/02/15 03:16:45,2:5:34
20180215,sSTG_FEED_CS_OTHER,2018/02/15 01:11:11,2018/02/15 02:57:11,1:46:0
20180215,sSTG_FEED_PL_ALL,2018/02/15 01:11:11,2018/02/15 03:12:17,2:1:6
20180215,sSTG_FEED_PL_MAIN,2018/02/15 01:11:11,2018/02/15 03:11:53,2:0:42
20180215,sSTG_FEED_PL_OIS_YEST,2018/02/15 01:11:11,2018/02/15 02:07:09,0:55:58
20180215,sSTG_FEED_PL_SV_ALL,2018/02/15 01:11:11,2018/02/15 03:45:26,2:34:15
20180215,sSTG_FEED_PL_SV_MAIN,2018/02/15 01:11:11,2018/02/15 03:45:15,2:34:4
20180215,sSTG_FEED_MV_ALL,2018/02/15 01:11:11,2018/02/15 03:11:08,1:59:57
20180215,sSTG_FEED_MV_MAIN,2018/02/15 01:11:11,2018/02/15 03:10:37,1:59:26
20180215,sSTG_FEED_PL_SV_YEST,2018/02/15 01:11:11,2018/02/15 03:45:15,2:34:4
20180215,sSTG_FEED_PL_OM-1,2018/02/15 01:11:11,2018/02/15 03:00:40,1:49:29
20180215,sSTG_FEED_MV_2OM,2018/02/15 01:11:11,2018/02/15 03:09:14,1:58:3
20180215,sSTG_FEED_PL_SV_L_YEST-1,2018/02/15 01:11:11,2018/02/15 03:22:55,2:11:44
20180215,sSTG_FEED_SV_ALL,2018/02/15 01:11:11,2018/02/15 03:39:55,2:28:44
20180215,sSTG_FEED_SV_MAIN,2018/02/15 01:11:11,2018/02/15 03:39:24,2:28:13
20180215,sSTG_FEED_PL_2OM,2018/02/15 01:11:12,2018/02/15 03:11:53,2:0:41
20180215,sSTG_FEED_MV_OM-1,2018/02/15 01:11:12,2018/02/15 03:10:37,1:59:25
20180215,sSTG_FEED_PL_SV_L_OM,2018/02/15 01:11:12,2018/02/15 03:44:35,2:33:23
20180215,sSTG_FEED_SV_CS1_ALL,2018/02/15 01:11:12,2018/02/15 02:56:30,1:45:18
20180215,sSTG_FEED_SV_CS1_MAIN,2018/02/15 01:11:12,2018/02/15 02:56:29,1:45:17
20180215,sSTG_FEED_SV_YEST,2018/02/15 01:11:12,2018/02/15 03:39:24,2:28:12
20180215,sSTG_FEED_SV_L_YEST-1,2018/02/15 01:11:12,2018/02/15 03:38:06,2:26:54
20180215,sSTG_FEED_XG_ALL,2018/02/15 01:11:12,2018/02/15 03:32:05,2:20:53
20180215,sSTG_FEED_XG_MAIN,2018/02/15 01:11:12,2018/02/15 03:29:22,2:18:10
20180215,sSTG_FEED_VAR,2018/02/15 01:11:12,2018/02/15 04:12:35,3:1:23
20180215,sSTG_FEED_VAR_STRESS_TEST,2018/02/15 01:11:12,2018/02/15 04:08:34,2:57:22
20180215,sSTG_FEED_VAR_PART1,2018/02/15 01:11:12,2018/02/15 04:08:34,2:57:22
20180215,sSTG_FEED_TAYLOR,2018/02/15 01:11:12,2018/03/21 23:28:45,0:0:0
